satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
0.74,0.37,4,102,8,0,0,0,marketing,low
0.33,0.86,6,186,9,0,0,0,management,medium
0.42,0.46,4,156,7,1,1,0,hr,medium
0.24,0.38,7,281,3,0,1,1,IT,low
0.27,0.87,7,210,10,1,1,0,RandD,medium
0.7,0.92,5,244,5,0,0,0,RandD,low
0.68,0.76,2,286,7,0,0,0,technical,medium
0.46,0.81,7,239,10,0,0,0,marketing,low
0.35,0.37,4,241,2,1,1,0,technical,low
0.53,0.54,4,273,5,0,0,0,technical,medium
0.28,0.65,5,237,5,0,1,0,finance,low
0.44,0.71,6,157,6,0,0,0,IT,medium
0.2,0.42,6,117,5,1,0,0,support,medium
0.18,0.45,6,107,3,0,0,0,management,low
0.47,0.55,2,143,10,0,1,0,finance,medium
0.44,0.36,5,180,5,0,1,0,sales,medium
0.42,0.52,6,280,2,0,0,0,finance,medium
0.31,0.6,4,309,8,0,0,0,IT,medium
0.47,0.75,3,283,3,0,0,0,sales,medium
0.28,0.81,5,114,10,0,0,0,finance,medium
0.07,0.71,6,120,4,0,0,0,management,low
0.37,0.39,6,162,10,1,0,0,support,medium
0.17,0.63,3,252,3,0,0,0,product_mng,medium
0.56,0.84,2,141,7,0,0,0,sales,high
0.7,0.37,2,161,10,0,0,0,technical,medium
0.8,0.83,7,195,10,0,1,0,product_mng,medium
0.39,0.81,3,130,4,0,0,0,sales,medium
0.24,0.36,2,251,2,0,0,0,finance,low
0.42,0.41,4,287,8,0,0,0,RandD,low
0.39,0.44,7,201,5,0,1,0,marketing,low
0.44,0.93,3,301,10,0,1,0,management,medium
0.62,0.58,6,309,10,0,0,0,sales,medium
0.31,0.85,6,118,3,0,0,0,technical,low
0.43,0.59,7,270,8,0,0,0,product_mng,medium
0.21,0.36,4,255,9,0,1,0,support,medium
0.36,0.68,6,164,2,0,1,0,finance,low
0.82,0.81,4,306,6,0,0,0,RandD,medium
0.25,0.53,5,268,6,0,0,0,marketing,medium
0.58,0.83,3,106,3,1,0,0,technical,medium
0.34,0.63,7,205,10,0,0,0,IT,medium
0.58,0.36,7,188,4,0,0,0,support,medium
0.58,0.36,3,190,5,0,1,0,hr,medium
0.21,0.68,4,154,6,0,0,0,marketing,low
0.53,0.81,5,297,5,0,1,0,sales,low
0.13,0.39,7,280,7,0,0,0,IT,medium
0.16,0.45,6,137,2,0,0,0,hr,medium
0.39,0.36,6,208,7,1,0,0,technical,low
0.69,0.88,3,285,6,0,0,0,technical,medium
0.48,0.56,2,117,4,0,0,0,product_mng,low
0.23,0.36,2,240,10,0,0,0,management,medium
0.07,0.38,6,234,4,0,1,0,marketing,low
0.52,0.36,2,226,6,0,1,0,management,low
0.38,0.76,2,281,2,0,0,0,marketing,low
0.41,0.96,2,164,6,0,0,0,sales,medium
0.47,0.71,4,299,7,0,1,0,RandD,low
0.61,0.39,7,307,2,0,0,0,marketing,low
0.37,0.5,5,192,9,0,0,0,finance,medium
0.71,0.61,6,288,6,0,0,0,IT,medium
0.24,0.37,7,269,7,0,0,0,sales,low
0.11,0.62,3,215,3,0,0,0,sales,medium
0.64,0.89,2,101,10,0,1,0,IT,medium
0.16,0.36,5,218,9,0,0,0,technical,medium
0.41,0.54,5,297,9,0,1,0,support,low
0.7,0.56,5,108,7,0,0,0,hr,medium
0.1,0.56,5,233,5,0,0,0,support,low
0.51,0.83,7,220,3,0,1,0,finance,low
0.1,0.75,5,240,10,0,0,0,technical,medium
0.4,0.68,4,105,2,1,0,0,RandD,low
0.02,0.5,6,295,9,0,0,0,support,low
0.16,0.55,4,238,9,0,0,0,finance,medium
0.24,0.7,7,216,7,0,1,0,management,low
0.09,0.44,5,249,7,0,0,0,technical,low
0.53,0.88,3,161,3,0,0,0,hr,medium
0.46,0.84,7,116,7,0,1,0,technical,low
0.69,0.67,4,295,6,0,1,0,product_mng,medium
0.17,0.38,2,240,8,1,1,0,sales,low
0.33,0.94,4,207,8,0,0,0,RandD,medium
0.12,0.61,7,207,7,0,1,0,management,medium
0.27,0.73,7,183,4,0,0,0,RandD,medium
0.73,0.59,2,116,8,0,0,0,sales,low
0.54,0.55,5,288,6,0,0,0,management,low
0.15,0.56,3,183,6,0,0,0,IT,low
0.05,0.97,5,155,3,0,0,0,marketing,low
0.04,0.9,3,226,10,0,1,0,finance,medium
0.55,0.45,6,199,9,1,0,0,finance,medium
0.23,0.81,6,149,2,1,0,0,hr,low
0.87,0.36,6,256,2,0,1,1,management,low
0.42,0.7,7,251,5,1,0,0,product_mng,medium
0.24,0.57,4,301,9,1,1,0,technical,low
0.13,0.36,5,137,2,0,1,0,marketing,low
0.6,0.79,2,124,3,0,0,0,RandD,medium
0.27,0.36,2,157,3,0,0,0,marketing,low
0.48,0.86,3,279,6,0,0,0,sales,low
0.39,0.44,3,98,6,0,0,0,technical,medium
0.39,0.36,2,247,10,0,0,0,IT,high
0.58,0.6,2,249,8,0,0,0,support,high
0.14,0.44,3,119,10,0,0,0,sales,medium
0.44,0.58,4,300,7,0,0,0,finance,low
0.32,0.76,4,109,10,0,0,0,hr,low
0.56,0.96,3,170,10,0,0,0,sales,medium
0.6,0.56,4,163,8,0,0,0,marketing,medium
0.19,0.57,5,276,8,0,0,0,support,medium
0.52,0.74,2,162,5,0,0,0,finance,high
0.15,0.8,4,282,6,0,1,0,management,low
0.35,0.63,6,235,7,1,1,0,RandD,low
0.4,0.54,7,96,4,1,1,0,support,low
0.57,0.55,6,301,6,0,0,0,technical,medium
0.55,0.74,3,309,8,0,0,0,technical,low
0.15,0.36,6,247,3,1,1,0,IT,low
0.52,0.76,7,172,8,0,0,0,support,medium
0.4,0.69,3,228,8,1,0,0,finance,low
0.78,0.86,4,130,5,0,0,0,hr,low
0.26,0.66,6,184,5,0,0,0,finance,medium
0.3,0.36,7,268,9,0,0,0,RandD,low
0.83,0.69,2,180,2,0,1,0,marketing,low
0.64,0.63,3,132,7,0,0,0,hr,medium
0.14,0.85,6,275,6,0,1,0,sales,medium
0.33,0.83,6,252,3,0,0,0,product_mng,low
0.49,0.88,7,210,3,0,0,0,product_mng,low
0.59,0.48,4,244,7,0,0,0,finance,medium
0.21,0.36,3,122,9,0,0,0,marketing,low
0.71,0.9,2,116,7,0,1,0,technical,medium
0.11,0.51,2,153,2,0,0,0,IT,medium
0.18,0.88,7,245,4,0,1,0,product_mng,high
0.68,0.64,5,302,2,0,0,0,marketing,medium
0.38,0.59,6,177,5,0,1,0,finance,low
0.41,0.61,3,220,5,0,0,0,finance,low
0.53,0.87,5,257,5,0,0,0,management,medium
0.22,0.36,2,225,6,0,0,0,RandD,medium
0.12,0.38,2,189,4,0,0,0,finance,high
0.48,0.36,3,97,8,1,0,0,RandD,low
0.56,0.56,2,210,2,0,1,0,finance,medium
0.41,0.36,3,125,10,0,0,0,support,low
0.32,0.36,4,176,3,0,0,0,technical,low
0.17,0.64,5,147,9,0,1,0,product_mng,medium
0.31,0.53,3,223,2,0,1,0,marketing,low
0.81,0.63,5,210,5,0,1,0,finance,low
0.33,0.82,6,236,8,0,0,1,management,low
0.33,0.65,6,192,2,0,1,0,product_mng,low
0.37,0.36,7,238,3,0,0,0,IT,low
0.31,0.97,2,226,9,0,1,0,marketing,medium
0.68,0.7,7,256,4,0,0,0,finance,low
0.56,0.58,3,222,7,0,1,0,sales,high
0.27,0.37,4,218,9,0,0,0,RandD,low
0.33,0.78,2,298,5,0,0,0,IT,medium
0.36,0.52,3,234,10,0,0,0,management,low
0.4,0.94,6,278,10,0,0,0,sales,low
0.25,0.79,2,185,9,0,0,0,finance,medium
0.26,0.6,5,244,10,0,0,0,hr,medium
0.69,0.76,5,262,10,0,0,0,support,medium
0.73,0.6,6,189,6,0,0,0,product_mng,medium
0.27,0.66,2,189,2,0,0,0,product_mng,medium
0.32,0.75,2,173,4,0,1,0,management,medium
0.53,0.36,6,287,8,1,0,0,finance,medium
0.1,0.87,6,262,3,0,0,0,IT,medium
0.66,0.54,5,198,6,0,1,0,management,medium
0.24,0.97,5,172,8,0,0,0,finance,low
0.5,0.54,3,272,3,0,0,0,marketing,low
0.08,0.72,2,150,6,0,0,0,IT,low
0.52,0.58,3,173,4,0,1,0,IT,high
0.5,0.58,4,145,8,0,0,0,product_mng,low
0.48,0.77,5,193,8,0,0,0,sales,high
0.19,0.67,5,270,2,0,0,0,IT,low
0.27,0.8,4,265,7,0,0,0,sales,low
0.42,0.61,7,226,8,0,1,0,support,medium
0.26,0.47,5,303,7,0,0,1,support,low
0.22,0.55,6,211,4,0,0,0,sales,medium
0.65,0.36,7,211,9,1,0,0,support,medium
0.05,0.44,6,301,8,0,0,0,sales,low
0.7,0.73,3,269,2,0,0,0,finance,low
0.18,0.75,2,136,5,1,1,0,sales,medium
0.46,0.66,6,185,8,1,0,0,product_mng,low
0.45,0.52,6,260,6,0,1,0,support,low
0.19,0.52,3,190,3,0,1,0,RandD,medium
0.27,0.57,4,222,10,0,0,0,technical,low
0.57,0.52,7,285,10,0,1,0,marketing,low
0.34,0.36,4,213,2,0,1,0,support,low
0.86,0.52,6,251,2,1,0,0,sales,medium
0.23,0.56,6,102,8,0,0,0,RandD,low
0.24,0.36,2,137,7,0,0,0,technical,medium
0.17,0.61,6,169,7,0,0,0,IT,low
0.25,0.36,5,308,7,0,0,0,sales,low
0.37,0.36,4,147,8,0,0,0,management,medium
0.88,0.74,2,187,9,0,0,0,management,low
0.25,0.83,7,108,6,0,0,0,hr,low
0.06,0.93,7,181,3,0,0,0,hr,medium
0.29,0.79,4,244,10,0,0,0,hr,high
0.37,0.83,2,199,2,0,0,0,IT,low
0.69,0.39,6,140,8,0,0,0,management,low
0.4,0.61,6,299,3,0,0,0,finance,medium
0.29,0.78,7,97,9,0,1,0,RandD,medium
0.24,0.74,4,274,8,0,0,0,technical,low
0.51,0.63,3,176,6,0,0,0,management,medium
0.37,0.59,4,107,5,0,0,0,product_mng,medium
0.51,0.45,2,113,4,0,0,0,support,low
0.16,0.77,3,101,8,1,1,0,finance,medium
0.31,0.72,7,301,3,0,0,0,IT,medium
0.56,0.36,4,306,9,0,0,0,sales,low
0.11,0.91,3,208,4,0,1,0,finance,low
0.18,0.63,3,267,5,1,0,0,RandD,high
0.34,0.42,6,102,6,0,1,0,finance,medium
0.65,0.77,6,126,7,0,0,0,technical,high
0.73,0.68,5,101,2,0,0,0,marketing,low
0.2,0.6,3,217,5,0,0,0,RandD,low
0.54,0.71,5,195,3,0,0,0,RandD,high
0.72,0.49,5,206,3,0,0,0,IT,low
0.55,0.97,2,149,7,1,1,0,marketing,low
0.4,0.36,4,184,4,0,1,0,marketing,medium
0.43,0.39,7,137,6,0,0,0,management,low
0.23,0.49,5,180,8,0,0,0,RandD,low
0.27,0.64,5,239,6,0,0,0,IT,medium
0.32,0.88,7,100,6,0,0,0,RandD,low
0.31,0.57,5,242,6,0,0,0,product_mng,low
0.3,0.36,7,186,7,0,0,0,RandD,low
0.17,0.85,5,274,9,0,0,0,hr,medium
0.71,0.49,3,258,7,0,1,1,finance,medium
0.36,0.64,4,230,8,0,0,0,support,low
0.3,0.36,2,163,8,0,1,0,product_mng,medium
0.13,0.63,7,189,9,0,0,0,product_mng,low
0.51,0.65,2,251,5,0,0,0,management,low
0.23,0.95,2,151,10,1,0,0,sales,medium
0.26,0.6,5,284,5,0,0,0,RandD,medium
0.26,0.73,6,192,5,0,0,0,hr,medium
0.53,0.68,4,303,9,0,1,0,finance,medium
0.45,0.7,7,159,6,0,0,0,IT,low
0.08,0.61,7,146,7,0,0,0,technical,low
0.65,0.75,4,250,5,0,0,1,support,medium
0.49,0.67,5,217,5,1,1,0,technical,medium
0.4,0.46,3,301,2,0,0,0,hr,medium
0.21,0.61,7,148,5,0,0,0,IT,low
0.61,0.36,4,305,3,0,0,0,IT,low
0.38,0.84,5,282,6,0,1,0,RandD,low
0.27,0.83,6,305,2,0,0,0,marketing,medium
0.14,0.44,5,309,8,0,1,0,sales,low
0.35,0.4,7,263,10,0,0,0,IT,low
0.67,0.52,6,163,4,0,1,0,technical,medium
0.29,0.93,6,115,2,0,1,0,product_mng,low
0.12,0.73,2,203,3,0,1,0,finance,low
0.29,0.52,2,303,9,0,0,0,hr,medium
0.27,0.36,6,283,2,0,0,0,marketing,low
0.39,0.36,2,167,5,0,0,0,support,high
0.21,0.5,5,235,5,0,0,0,RandD,low
0.25,0.62,3,115,3,0,0,0,sales,low
0.12,0.45,3,265,9,0,0,0,product_mng,low
0.47,0.36,5,110,4,1,0,0,marketing,medium
0.24,0.97,5,146,9,1,1,0,IT,medium
0.2,0.41,2,240,3,1,0,0,management,low
0.6,0.75,3,175,10,0,0,0,support,high
0.67,0.36,7,214,9,0,1,0,marketing,low
0.47,0.61,3,167,8,0,1,0,technical,medium
0.7,0.53,4,171,2,0,0,0,finance,low
0.61,0.77,7,308,4,0,1,0,RandD,low
0.35,0.66,3,158,2,0,0,0,marketing,high
0.17,0.85,3,253,6,0,0,0,management,medium
0.28,0.46,2,119,8,0,1,0,support,low
0.23,0.41,2,273,7,0,0,0,sales,low
0.51,0.64,3,287,10,0,0,0,technical,low
0.32,0.49,7,259,6,0,0,0,management,low
0.08,0.36,6,264,2,0,0,0,finance,medium
0.3,0.9,4,139,2,0,0,0,hr,medium
0.2,0.74,6,218,9,0,1,0,product_mng,low
0.37,0.36,4,274,9,0,1,1,IT,medium
0.59,0.97,5,299,6,1,0,0,marketing,low
0.13,0.36,4,148,2,0,1,0,finance,low
0.66,0.36,5,185,5,0,0,0,hr,low
0.39,0.79,7,99,8,1,1,0,RandD,low
0.51,0.45,5,306,2,0,0,0,product_mng,medium
0.24,0.71,2,138,10,0,0,0,RandD,medium
0.35,0.36,7,204,10,0,0,0,marketing,low
0.66,0.63,5,197,6,0,0,0,finance,medium
0.63,0.58,6,122,6,0,1,0,RandD,medium
0.39,0.79,7,161,5,0,0,0,product_mng,low
0.31,0.74,4,228,2,0,0,0,RandD,low
0.44,0.5,2,302,4,0,0,0,management,low
0.43,0.42,3,152,7,0,0,0,management,high
0.71,0.75,4,207,8,0,0,0,IT,low
0.23,0.86,7,132,8,0,1,0,product_mng,medium
0.23,0.63,6,197,7,0,0,0,sales,low
0.31,0.53,5,258,4,0,0,0,RandD,medium
0.17,0.64,7,239,3,1,0,0,sales,low
0.48,0.4,2,232,10,0,1,0,sales,low
0.1,0.57,7,245,4,0,1,0,finance,low
0.74,0.36,3,171,7,0,1,0,hr,medium
0.45,0.69,4,210,6,0,0,0,management,medium
0.54,0.44,4,292,8,0,0,0,RandD,medium
0.08,0.59,2,198,2,0,1,0,sales,medium
0.52,0.52,7,119,9,0,0,0,management,low
0.45,0.36,2,193,7,0,0,0,hr,low
0.47,0.69,2,109,4,0,0,0,sales,low
0.35,0.67,3,180,5,0,0,0,support,low
0.54,0.8,6,229,8,0,1,0,support,low
0.2,0.76,5,271,5,0,0,0,product_mng,medium
0.47,0.36,7,262,9,0,0,0,product_mng,low
0.13,0.68,2,115,8,0,0,0,support,low
0.14,0.52,6,245,7,0,0,0,hr,medium
0.74,0.69,7,199,3,0,0,0,hr,low
0.22,0.79,5,281,4,0,0,0,sales,low
0.18,0.64,6,257,2,0,0,0,management,low
0.65,0.63,2,255,4,0,0,0,marketing,low
0.65,0.36,2,163,8,0,0,0,management,medium
0.29,0.42,4,142,2,0,1,0,support,medium
0.88,0.82,5,241,9,0,1,0,product_mng,low
0.26,0.36,4,264,8,0,1,0,RandD,medium
0.63,0.72,4,116,4,0,0,0,support,low
0.44,0.77,5,181,6,1,0,0,support,high
0.28,0.63,4,295,8,0,0,0,technical,medium
0.56,0.79,4,246,4,0,0,0,RandD,medium
0.12,0.36,4,299,8,0,1,0,hr,high
0.41,0.61,5,281,7,1,0,0,finance,medium
0.32,0.59,7,240,3,0,0,0,IT,medium
0.55,0.63,6,284,3,1,0,0,technical,low
0.41,0.7,6,155,8,0,0,0,marketing,medium
0.48,0.36,3,187,10,1,0,0,finance,low
0.54,0.49,6,232,5,0,0,0,hr,low
0.33,0.65,3,177,5,1,0,0,product_mng,medium
0.44,0.36,3,176,6,1,0,0,IT,medium
0.78,0.76,5,305,3,0,0,0,sales,medium
0.42,0.36,3,173,9,0,0,0,sales,low
0.32,0.4,6,139,9,0,0,0,support,low
0.6,0.36,6,127,6,0,1,0,product_mng,high
0.32,0.36,6,264,5,1,0,0,support,low
0.77,0.65,2,305,3,0,0,0,support,medium
0.68,0.63,2,172,7,0,0,0,marketing,low
0.28,0.36,5,216,3,0,0,0,technical,medium
0.3,0.76,2,198,7,0,1,0,support,medium
0.58,0.59,6,181,9,0,0,0,technical,medium
0.67,0.97,4,126,4,0,1,0,support,low
0.61,0.58,4,224,6,0,0,0,finance,low
0.37,0.85,2,303,7,0,0,0,marketing,medium
0.4,0.52,6,248,4,0,1,0,management,medium
0.35,0.48,4,235,4,0,0,0,finance,low
0.38,0.36,5,264,2,0,0,0,hr,medium
0.27,0.89,4,171,8,0,0,0,finance,low
0.81,0.74,4,254,3,0,0,0,IT,medium
0.52,0.47,3,298,6,0,0,0,marketing,medium
0.5,0.36,3,160,6,0,0,0,product_mng,medium
0.66,0.86,6,101,4,0,0,0,hr,low
0.1,0.6,2,164,10,0,0,0,marketing,low
0.53,0.74,3,178,5,0,0,0,hr,medium
0.68,0.63,2,279,7,1,0,0,RandD,low
0.16,0.71,5,191,7,0,0,0,management,medium
0.66,0.59,7,164,5,0,0,0,hr,medium
0.53,0.48,6,106,9,0,0,0,sales,low
0.41,0.58,3,203,5,0,0,0,product_mng,low
0.39,0.63,3,252,5,0,0,0,technical,medium
0.2,0.6,4,102,5,0,0,0,IT,medium
0.07,0.45,5,201,10,0,0,0,IT,medium
0.62,0.73,5,186,7,0,1,0,technical,low
0.17,0.72,7,251,7,0,0,0,hr,low
0.27,0.51,3,243,2,0,0,0,support,high
0.85,0.37,7,280,4,0,0,0,RandD,medium
0.45,0.36,3,237,10,0,1,0,sales,medium
0.47,0.64,4,203,5,0,0,0,support,medium
0.31,0.95,4,265,4,0,1,0,RandD,low
0.65,0.43,3,127,7,0,0,0,product_mng,medium
0.12,0.46,2,112,9,0,0,0,IT,medium
0.54,0.54,6,268,4,0,1,0,marketing,low
0.15,0.47,6,123,2,0,0,0,finance,low
0.81,0.59,4,298,5,0,0,1,support,medium
0.5,0.41,6,269,2,0,0,0,technical,low
0.19,0.36,6,188,7,0,0,0,hr,low
0.39,0.86,5,248,5,0,0,0,finance,medium
0.56,0.93,3,182,5,1,0,0,technical,medium
0.28,0.76,3,282,8,0,0,0,support,low
0.31,0.73,3,141,8,0,0,0,technical,medium
0.65,0.49,4,172,6,0,0,0,hr,medium
0.38,0.75,5,245,7,0,0,1,RandD,low
0.66,0.44,6,126,4,0,0,0,management,medium
0.45,0.85,5,165,10,0,1,0,IT,low
0.55,0.44,4,256,5,0,1,0,support,low
0.67,0.81,2,127,9,1,0,0,IT,low
0.72,0.81,4,303,2,0,0,0,support,low
0.19,0.88,3,194,4,0,0,0,hr,medium
0.55,0.7,7,304,8,0,1,0,technical,medium
0.78,0.68,2,242,4,0,0,0,technical,low
0.6,0.79,2,226,3,0,0,0,product_mng,low
0.42,0.81,5,249,10,0,1,0,sales,medium
0.66,0.78,2,306,8,0,1,0,marketing,low
0.82,0.67,3,135,6,1,1,0,management,medium
0.54,0.54,3,190,6,0,0,1,marketing,medium
0.57,0.65,3,219,9,0,0,0,product_mng,medium
0.5,0.91,4,144,10,0,0,0,hr,high
0.13,0.78,5,278,8,1,0,0,support,low
0.56,0.81,4,175,4,0,0,0,IT,medium
0.16,0.63,6,203,10,1,0,0,RandD,high
0.55,0.84,3,137,10,0,0,0,finance,high
0.11,0.54,5,302,6,0,0,0,marketing,medium
0.18,0.57,3,270,7,0,1,0,management,low
0.34,0.56,2,256,6,0,0,0,hr,high
0.3,0.62,5,245,7,1,0,0,finance,medium
0.63,0.6,5,271,7,0,0,0,product_mng,high
0.43,0.36,7,172,2,0,1,0,management,medium
0.2,0.36,6,257,5,0,0,0,product_mng,medium
0.27,0.65,4,147,9,0,0,0,finance,low
0.44,0.81,4,110,2,0,1,0,support,high
0.39,0.74,3,282,8,0,0,0,hr,low
0.49,0.82,3,151,8,0,0,0,support,low
0.55,0.77,2,235,4,0,0,0,marketing,low
0.66,0.48,2,307,10,0,0,0,support,medium
0.51,0.68,5,204,2,0,0,1,support,high
0.38,0.58,2,207,5,0,0,0,support,medium
0.29,0.52,6,287,9,0,1,0,RandD,low
0.76,0.56,5,206,2,0,0,0,hr,low
0.44,0.36,4,268,10,0,0,0,IT,medium
0.5,0.39,7,234,7,0,0,0,IT,low
0.31,0.96,2,149,7,0,1,0,marketing,medium
0.3,0.7,2,182,4,0,1,0,support,low
0.21,0.36,2,130,3,0,0,0,management,low
0.4,0.4,3,129,4,0,0,0,sales,medium
0.26,0.54,3,274,4,0,0,1,support,high
0.3,0.9,7,216,6,1,0,0,management,low
0.6,0.46,6,252,3,0,0,0,marketing,low
0.14,0.74,6,172,2,0,0,0,IT,low
0.23,0.6,2,132,5,0,0,0,marketing,medium
0.5,0.43,3,201,10,0,1,0,finance,medium
0.51,0.83,2,195,7,0,0,0,RandD,low
0.69,0.36,6,272,7,0,0,0,marketing,medium
0.08,0.62,5,243,9,0,0,0,hr,medium
0.65,0.46,3,139,5,1,0,0,RandD,medium
0.19,0.91,7,271,6,0,1,0,RandD,low
0.34,0.49,2,260,4,0,1,0,marketing,medium
0.12,0.67,7,195,4,0,0,0,technical,low
0.03,0.61,5,155,9,0,0,0,IT,low
0.66,0.74,2,160,6,0,0,0,RandD,high
0.21,0.69,7,105,2,0,1,0,finance,low
0.55,0.79,7,96,8,0,1,0,technical,high
0.28,0.36,4,209,4,0,1,0,support,medium
0.7,0.52,5,216,9,0,0,0,sales,medium
0.31,0.36,2,180,9,1,0,0,finance,low
0.35,0.44,6,149,5,0,1,0,finance,medium
0.23,0.51,7,308,6,0,0,0,management,low
0.18,0.4,4,123,6,0,1,0,hr,low
0.6,0.63,6,266,2,0,0,0,RandD,low
0.39,0.36,5,160,4,0,0,0,product_mng,medium
0.05,0.55,6,102,3,0,0,0,finance,medium
0.72,0.43,6,105,7,0,0,0,RandD,low
0.46,0.62,5,241,4,0,0,0,marketing,low
0.2,0.97,6,236,4,0,0,0,marketing,low
0.12,0.89,5,202,6,0,1,0,technical,medium
0.2,0.72,2,122,4,0,0,0,IT,medium
0.44,0.36,3,246,2,0,0,0,finance,medium
0.63,0.36,7,124,8,0,0,0,support,low
0.33,0.7,6,237,9,0,0,0,technical,low
0.92,0.62,4,172,5,0,1,0,RandD,medium
0.3,0.87,5,309,5,1,0,0,sales,medium
0.37,0.48,6,107,10,0,1,0,management,medium
0.16,0.87,5,160,10,1,0,0,RandD,low
0.36,0.44,4,145,6,0,0,0,technical,medium
0.61,0.54,2,118,2,0,0,0,finance,medium
0.79,0.76,6,143,5,0,0,0,product_mng,low
0.57,0.9,5,260,3,0,0,1,RandD,low
0.08,0.58,7,260,10,0,0,0,management,low
0.16,0.83,3,155,10,0,0,0,IT,high
0.09,0.36,6,242,5,0,0,0,marketing,low
0.2,0.8,6,206,7,0,1,0,hr,low
0.23,0.36,2,248,2,0,0,0,RandD,high
0.22,0.38,3,139,6,0,0,0,technical,low
0.51,0.48,5,164,9,0,0,0,hr,medium
0.15,0.46,5,299,3,0,0,0,product_mng,low
0.51,0.81,7,204,7,0,0,0,RandD,medium
0.56,0.36,3,128,10,1,1,0,hr,low
0.31,0.73,7,106,2,0,0,0,product_mng,low
0.67,0.86,4,156,7,0,1,0,IT,low
0.57,0.94,6,209,8,1,0,0,marketing,medium
0.23,0.5,5,132,8,0,0,0,finance,low
0.46,0.89,5,109,2,1,0,0,IT,low
0.3,0.64,2,177,10,0,1,0,management,medium
0.57,0.97,3,183,2,0,0,0,product_mng,low
0.53,0.5,6,212,2,0,1,0,management,medium
0.48,0.36,2,164,8,0,0,0,marketing,medium
0.13,0.36,4,119,5,0,0,0,product_mng,low
0.25,0.36,5,290,9,0,0,0,support,medium
0.23,0.41,2,279,7,0,0,0,technical,medium
0.07,0.49,4,226,6,1,0,0,finance,low
0.15,0.71,6,241,9,0,0,0,sales,medium
0.17,0.38,2,220,7,0,1,0,product_mng,low
0.31,0.36,3,241,3,0,0,0,sales,medium
0.54,0.54,3,145,5,0,1,0,sales,medium
0.26,0.63,2,114,5,0,0,0,sales,medium
0.34,0.6,7,225,7,0,0,0,marketing,low
0.29,0.39,3,283,2,0,0,0,technical,medium
0.36,0.55,4,173,7,1,0,0,RandD,medium
0.37,0.6,2,189,9,1,0,0,RandD,medium
0.65,0.77,6,229,3,0,0,0,hr,medium
0.31,0.53,5,183,6,0,0,0,marketing,low
0.64,0.36,5,268,9,0,0,0,IT,low
0.38,0.45,2,120,9,0,1,0,IT,medium
0.35,0.56,2,219,4,0,0,0,technical,high
0.81,0.36,4,309,4,1,0,0,sales,low
0.66,0.98,4,142,6,0,1,0,management,medium
0.07,0.47,2,153,7,0,0,0,technical,low
0.44,0.52,3,165,6,0,0,0,hr,low
0.16,0.67,7,157,6,0,0,0,product_mng,medium
0.42,0.54,6,190,9,0,1,0,RandD,high
0.22,0.36,6,115,5,1,0,0,hr,low
0.43,0.44,4,113,8,0,0,0,finance,low
0.81,0.59,3,288,9,1,0,0,hr,low
0.51,0.67,4,249,5,0,0,0,sales,medium
0.29,0.36,7,134,7,0,0,0,marketing,low
0.29,0.5,2,188,3,0,0,0,technical,medium
0.65,0.69,2,130,4,0,1,0,product_mng,medium
0.51,0.61,6,248,2,0,1,0,sales,medium
0.68,0.71,2,142,9,0,0,0,management,medium
0.5,0.77,2,226,7,0,0,0,management,low
0.4,0.91,3,182,9,0,0,0,technical,medium
0.56,0.61,2,114,6,0,0,0,technical,medium
0.82,0.74,6,109,7,0,0,0,management,medium
0.39,0.54,5,285,2,0,0,0,technical,medium
0.27,0.56,6,190,3,0,0,0,RandD,low
0.26,0.77,7,236,8,0,0,0,sales,medium
0.52,0.71,3,157,5,0,0,0,RandD,medium
0.31,0.36,2,259,3,0,0,0,IT,low
0.35,0.83,2,196,5,1,0,0,product_mng,low
0.67,0.55,2,268,3,0,1,0,sales,medium
0.19,0.36,7,102,6,0,0,0,technical,low
0.38,0.8,4,202,3,0,1,0,hr,medium
0.66,0.36,4,247,8,0,0,0,finance,medium
0.46,0.5,5,171,5,1,0,0,IT,medium
0.42,0.48,4,119,7,0,0,0,technical,medium
0.54,0.45,4,282,10,0,0,0,hr,medium
0.42,0.36,7,200,5,0,0,0,hr,low
0.33,0.71,3,249,4,0,0,0,marketing,medium
0.07,0.36,6,159,9,0,0,0,management,low
0.55,0.52,6,167,3,0,0,0,hr,medium
0.13,0.78,5,206,4,1,0,0,product_mng,medium
0.55,0.56,3,267,10,0,0,0,hr,medium
0.07,0.64,7,128,6,0,0,0,RandD,medium
0.22,0.76,7,210,6,0,0,0,management,medium
0.47,0.69,2,225,3,0,0,0,product_mng,low
0.35,0.8,7,262,7,1,0,0,management,low
0.3,0.51,7,237,10,0,1,0,technical,medium
0.83,0.55,5,215,9,0,0,0,RandD,medium
0.6,0.52,7,142,8,0,0,0,management,low
0.08,0.69,6,209,3,0,0,0,technical,medium
0.7,0.84,6,145,2,0,0,0,support,medium
0.49,0.6,7,197,6,0,1,0,IT,low
0.27,0.59,7,309,2,0,1,0,sales,low
0.55,0.58,6,124,6,1,0,0,sales,medium
0.37,0.4,2,181,5,1,0,0,management,medium
0.6,0.48,7,181,2,0,0,0,hr,low
0.19,0.45,6,110,5,0,0,0,management,low
0.26,0.41,3,126,5,0,0,0,RandD,low
0.16,0.49,5,135,5,0,0,0,sales,medium
